,battery_id,voltage,current,temp,time,rul
44,B0005,3.7197549328929216,-2.0140822357364776,29.675177902015395,412.984,2407.406
45,B0005,3.715265940176753,-2.013282077391867,29.760613679092245,422.39,2398.0
46,B0005,3.7112309827686722,-2.013951099186763,29.837405926029874,431.734,2388.656
47,B0005,3.7068818199033338,-2.013068878702834,29.907106432324333,441.046,2379.344
48,B0005,3.702811930688989,-2.014613327328033,30.00573834394591,450.406,2369.984
49,B0005,3.698671350790697,-2.0124942043935103,30.0958109196708,459.734,2360.656
50,B0005,3.694522600149282,-2.0136557261561996,30.1618885540585,469.093,2351.297
51,B0005,3.6905713700901366,-2.0143771540509565,30.188770216047388,478.421,2341.969
52,B0005,3.6865402766184805,-2.0114179831471217,30.254407991634988,487.75,2332.64
53,B0005,3.682607517711988,-2.0120533546740678,30.302637432427364,497.093,2323.297
54,B0005,3.6787045931621902,-2.0148329650598304,30.37244806678563,506.515,2313.875
55,B0005,3.6748579209681176,-2.0134528546015726,30.38599264634705,515.906,2304.484
56,B0005,3.6712233161597996,-2.0149097921555525,30.405243576081638,525.281,2295.109
57,B0005,3.667425006615962,-2.0143965188198436,30.475131863789873,534.593,2285.797
58,B0005,3.6637472677514342,-2.0137343785177935,30.52337443193693,543.968,2276.422
59,B0005,3.660187293921377,-2.0125005885897806,30.532534289857207,553.375,2267.015
60,B0005,3.6565910473397887,-2.0121243941315297,30.570199790653618,562.734,2257.656
61,B0005,3.653098318491326,-2.0096455911621676,30.558809158061205,572.062,2248.328
62,B0005,3.649726261819871,-2.012885270447561,30.583489033622907,581.437,2238.953
63,B0005,3.646289844454188,-2.0147713272243837,30.632434063580934,590.828,2229.562
64,B0005,3.6428858086188916,-2.015948359109237,30.655737695076315,600.187,2220.203
65,B0005,3.639450741901323,-2.0114178523460713,30.686801423860153,609.609,2210.781
66,B0005,3.6360687069457533,-2.015849366408116,30.70633628167334,619.0,2201.39
67,B0005,3.632905097115585,-2.0114184810202484,30.66813160547,628.39,2192.0
68,B0005,3.6296404804182623,-2.0114758579396668,30.73654010646371,637.812,2182.578
69,B0005,3.626294737388158,-2.0146915776140157,30.759097718827825,647.203,2173.187
70,B0005,3.6230448660487444,-2.0135484329858517,30.779652006617354,656.546,2163.844
71,B0005,3.6198756397992318,-2.0146134967891545,30.818925684594642,665.875,2154.515
72,B0005,3.616741173841864,-2.0135559077041663,30.824480804243063,675.234,2145.156
73,B0005,3.6137198685041065,-2.0146618765135234,30.836586699958858,684.625,2135.765
74,B0005,3.6103718232646402,-2.0133404167114617,30.85947885918206,694.078,2126.312
75,B0005,3.6071074005311066,-2.0133370839607485,30.900843981861133,703.421,2116.969
76,B0005,3.6038649570646255,-2.011262939855784,30.905663861962488,712.781,2107.609
77,B0005,3.6007514430158443,-2.0136969002030454,30.948114196866015,722.14,2098.25
78,B0005,3.597500312829791,-2.010282370622424,30.975479241641928,731.546,2088.844
79,B0005,3.5947723318017526,-2.0102232094238426,30.994828233879396,740.906,2079.484
80,B0005,3.5916525932727073,-2.012225985913784,31.01343052312121,750.296,2070.094
81,B0005,3.5885678922154143,-2.0127648251882166,31.076623361038354,759.609,2060.781
82,B0005,3.585395601208391,-2.009665889420534,31.079253534049457,768.984,2051.406
83,B0005,3.582517943962553,-2.0122550607672975,31.129150714356534,778.343,2042.047
84,B0005,3.579441689024698,-2.0095904444314394,31.16529934881183,787.671,2032.7189999999998
85,B0005,3.576670134748882,-2.01380258434357,31.193324357139844,797.109,2023.281
86,B0005,3.5737322158556086,-2.0122268861096466,31.273261377644445,806.453,2013.937
87,B0005,3.5707874284174155,-2.012460353512176,31.30964049206786,815.843,2004.547
88,B0005,3.5679814681322055,-2.014158666350784,31.354211938087285,825.203,1995.187
89,B0005,3.5650485263147202,-2.012922441250744,31.402870278966077,834.562,1985.828
90,B0005,3.562219177949636,-2.017696449416675,31.44389044914145,843.921,1976.4689999999998
91,B0005,3.5592136541890858,-2.0119592481583055,31.493626273794774,853.312,1967.078
92,B0005,3.556592977205392,-2.01141787789272,31.541674643661516,862.687,1957.703
93,B0005,3.553517255836087,-2.008632613780175,31.57173228419641,872.046,1948.3439999999998
94,B0005,3.5510598225040115,-2.0031964870373025,31.584360581812867,881.421,1938.9689999999998
95,B0005,3.54823571698529,-2.01500673375021,31.623496334092344,890.781,1929.609
96,B0005,3.545426560618321,-2.013015834765948,31.7039268932404,900.109,1920.281
97,B0005,3.542837156340451,-2.0132797721684095,31.740630229591165,909.531,1910.859
98,B0005,3.5403451785456306,-2.014688235523565,31.8149403047151,918.921,1901.4689999999998
99,B0005,3.5374630443939297,-2.0122644749269805,31.854354431818646,928.312,1892.078
100,B0005,3.535000813215323,-2.0143724626785553,31.886946768823304,937.671,1882.7189999999998
101,B0005,3.5323572989027046,-2.0119079418963746,31.936724929918505,947.062,1873.328
102,B0005,3.529808233263286,-2.013045124665997,31.964139751202886,956.468,1863.922
103,B0005,3.527202917438048,-2.011384477045637,31.98779884529464,965.828,1854.562
104,B0005,3.5246118484328104,-2.013897490030346,32.093434133628996,975.187,1845.203
105,B0005,3.5219965688547368,-2.0143108315867315,32.13222644764537,984.515,1835.875
106,B0005,3.5195555256931437,-2.0147513683046685,32.16845554460091,993.875,1826.5149999999999
107,B0005,3.5170693130592148,-2.0098112243304147,32.20720378810151,1003.234,1817.156
108,B0005,3.5147536931373446,-2.0148341688759386,32.30198018496816,1012.609,1807.781
109,B0005,3.5122640798534883,-2.012925456705116,32.277386283850724,1021.968,1798.422
110,B0005,3.509951344802404,-2.0111556140128615,32.3205368723362,1031.296,1789.0939999999998
111,B0005,3.507399281302642,-2.0105199216626386,32.359414793817336,1040.656,1779.734
112,B0005,3.505172622926917,-2.0143744106818704,32.43494099768645,1050.015,1770.3749999999998
113,B0005,3.5028252182250963,-2.0133859429045793,32.49048054167142,1059.343,1761.0469999999998
114,B0005,3.500316175212502,-2.014240705042661,32.54613483172095,1068.796,1751.5939999999998
115,B0005,3.49833546337681,-2.0159709567450514,32.57438198027165,1078.156,1742.234
116,B0005,3.4960085241276815,-2.014866451583726,32.66132401303807,1087.515,1732.8749999999998
117,B0005,3.4936114838389254,-2.0153530716200736,32.70478317216398,1096.875,1723.5149999999999
118,B0005,3.491562519790401,-2.014212547291891,32.746411968084516,1106.25,1714.1399999999999
119,B0005,3.489222361718546,-2.012842993077354,32.81827704903573,1115.578,1704.812
120,B0005,3.4869282693775836,-2.0149654667185826,32.83519184660141,1125.0,1695.3899999999999
121,B0005,3.4845436277647863,-2.013457339464721,32.813859111551324,1134.328,1686.062
122,B0005,3.482658168257161,-2.01204048723286,32.927362599311806,1143.671,1676.7189999999998
123,B0005,3.480694757108139,-2.0120789176720053,32.961917725353025,1153.109,1667.281
124,B0005,3.4784203858848106,-2.014248399960907,32.996523270048606,1162.5,1657.8899999999999
125,B0005,3.4761760656184033,-2.0135801777313196,33.054715550494336,1171.89,1648.4999999999998
126,B0005,3.4743209201780245,-2.0133566544631125,33.101260682514585,1181.375,1639.0149999999999
127,B0005,3.4721613074603304,-2.0154596423889393,33.13687831300953,1190.718,1629.6719999999998
128,B0005,3.4701298186911083,-2.0141857937298164,33.22428558001293,1200.14,1620.2499999999998
129,B0005,3.467697440940225,-2.0113101463444054,33.293704170023545,1209.5,1610.8899999999999
130,B0005,3.465837893024138,-2.0149237147304526,33.31929081357099,1218.859,1601.531
131,B0005,3.4638084326521574,-2.0127615013839217,33.32986444755127,1228.203,1592.187
132,B0005,3.461967904592964,-2.013940883454942,33.390426338418166,1237.625,1582.7649999999999
133,B0005,3.4597913655495423,-2.0146915143998076,33.45761672295065,1246.953,1573.437
134,B0005,3.45790566729874,-2.016323324871481,33.4839124059536,1256.281,1564.109
135,B0005,3.455902722198371,-2.0126360245331285,33.49607498635051,1265.718,1554.6719999999998
136,B0005,3.454008629966785,-2.0126161426770013,33.542706550466036,1275.078,1545.312
137,B0005,3.452071493779756,-2.0124864647692533,33.5954548111824,1284.453,1535.937
138,B0005,3.4499527858411683,-2.01178407789025,33.64536291818224,1293.843,1526.5469999999998
139,B0005,3.4481049694388304,-2.0118553381060393,33.66879366002448,1303.187,1517.203
140,B0005,3.4462477734857186,-2.0136237565214388,33.695968385366506,1312.546,1507.8439999999998
141,B0005,3.444275646257524,-2.016163386352865,33.74716132042191,1321.906,1498.484
142,B0005,3.4423973051958727,-2.0146049733858185,33.893386670445054,1331.265,1489.1249999999998
143,B0005,3.440611068485561,-2.0146946212827754,33.93261625076287,1340.625,1479.7649999999999
144,B0005,3.43868687487661,-2.014085031671144,33.941703290634486,1350.015,1470.3749999999998
145,B0005,3.4366945345832316,-2.0147098313836542,33.97669313090844,1359.375,1461.0149999999999
146,B0005,3.434971680440499,-2.013002774851888,34.01942699916171,1368.765,1451.6249999999998
147,B0005,3.433019856343581,-2.013341856635297,34.02728911786639,1378.109,1442.281
148,B0005,3.4312254477193735,-2.0123036714487705,34.15586229793489,1387.468,1432.9219999999998
149,B0005,3.4292710596313416,-2.0137522380674158,34.17543666793962,1396.859,1423.531
150,B0005,3.4275472941371645,-2.0128674044873636,34.21363201781684,1406.265,1414.1249999999998
151,B0005,3.425525603307673,-2.0122866127951977,34.310130341421505,1415.593,1404.7969999999998
152,B0005,3.423755492942385,-2.010794000085922,34.336002752382726,1424.953,1395.437
153,B0005,3.42181692578316,-2.0132682186954534,34.41084797065507,1434.343,1386.0469999999998
154,B0005,3.4200347520703995,-2.013324297571554,34.414437624332045,1443.718,1376.6719999999998
155,B0005,3.4182291705430483,-2.0127638488779382,34.504800537209135,1453.078,1367.312
156,B0005,3.4161899410362655,-2.0123627363606635,34.54314831290599,1462.453,1357.937
157,B0005,3.4144231971885945,-2.014593271450702,34.55277434212265,1471.781,1348.609
158,B0005,3.412373206730095,-2.0142557601369506,34.55431076375632,1481.171,1339.2189999999998
159,B0005,3.4105142298464006,-2.01108036915052,34.62210275815407,1490.5,1329.8899999999999
160,B0005,3.408940703790428,-2.0131431814987666,34.64569687156847,1499.796,1320.5939999999998
161,B0005,3.4068584620705886,-2.0148161087750127,34.75480978106588,1509.109,1311.281
162,B0005,3.4049598802202605,-2.0140325668975314,34.75021494137746,1518.453,1301.937
163,B0005,3.40324765952394,-2.0105683041227755,34.84807429883348,1527.812,1292.578
164,B0005,3.4013973742760464,-2.0161348068528167,34.90578799526468,1537.187,1283.203
165,B0005,3.399504423512526,-2.014005295022058,34.96225122510568,1546.546,1273.8439999999998
166,B0005,3.3974534825600653,-2.013722400211299,35.04101437027981,1555.906,1264.484
167,B0005,3.3956582378255544,-2.011559005738247,35.035165124941805,1565.312,1255.078
168,B0005,3.3937402639665137,-2.0133062592916535,35.073452864929,1574.671,1245.7189999999998
169,B0005,3.3917772954970857,-2.012677810249785,35.12496745909657,1584.0,1236.3899999999999
170,B0005,3.3898004803397668,-2.013083203868234,35.16681245416407,1593.406,1226.984
171,B0005,3.387713266774794,-2.013657080556387,35.13934382555665,1602.781,1217.609
172,B0005,3.3857848293784323,-2.0108229673613907,35.176911276716396,1612.156,1208.234
173,B0005,3.3838288293539693,-2.0142766954747886,35.271021806793016,1621.484,1198.906
174,B0005,3.381765222574313,-2.01104906933633,35.34679672731747,1630.875,1189.5149999999999
175,B0005,3.379870571827487,-2.0127314550914717,35.40458485936132,1640.234,1180.156
176,B0005,3.3777493010949433,-2.0114752370297238,35.44736811869999,1649.578,1170.812
177,B0005,3.3756586812624927,-2.0116127020304138,35.5069476401027,1658.921,1161.4689999999998
178,B0005,3.373521957262427,-2.0104254740984686,35.56188701259217,1668.359,1152.031
179,B0005,3.371535230929542,-2.010949014841467,35.608761261664,1677.734,1142.656
180,B0005,3.369391792435187,-2.013575936017088,35.55913409701022,1687.125,1133.2649999999999
181,B0005,3.36737535013624,-2.012083292512136,35.59512489017114,1696.484,1123.906
182,B0005,3.365178747398405,-2.011560750679657,35.62296824360325,1705.796,1114.5939999999998
183,B0005,3.362882686195125,-2.0130751231193083,35.78612534083339,1715.203,1105.187
184,B0005,3.3606131554464813,-2.014402854365048,35.845974611562994,1724.593,1095.7969999999998
185,B0005,3.3585319131130866,-2.0116683040127437,35.889693359297354,1733.953,1086.437
186,B0005,3.3564954821706365,-2.0141706323832818,35.938221481167574,1743.312,1077.078
187,B0005,3.353930274282817,-2.013946655662064,35.97455027441338,1752.703,1067.687
188,B0005,3.3517582683834912,-2.0132577962919243,36.02251794537907,1762.062,1058.328
189,B0005,3.3494571625878913,-2.0113355217510143,36.10346629341349,1771.421,1048.9689999999998
190,B0005,3.347114233419533,-2.014157882693825,36.17013388898155,1780.765,1039.6249999999998
191,B0005,3.344738677353222,-2.0147692253733456,36.23027348772198,1790.125,1030.2649999999999
192,B0005,3.3422506002943893,-2.0136987259957575,36.2320024245771,1799.515,1020.8749999999998
193,B0005,3.339857503429032,-2.0132987708810153,36.260779374787106,1808.906,1011.4839999999999
194,B0005,3.33708143415602,-2.0116887206852994,36.37354088268815,1818.265,1002.1249999999998
195,B0005,3.334713181968238,-2.0131113171953485,36.378790520979116,1827.625,992.7649999999999
196,B0005,3.3321165829062296,-2.010851098057236,36.47828512771954,1836.984,983.406
197,B0005,3.3294521240989976,-2.0134513086176455,36.55404503873073,1846.343,974.0469999999998
198,B0005,3.3266079514619546,-2.0133163703133135,36.53468192346007,1855.734,964.656
199,B0005,3.3239590027503474,-2.0149724276142384,36.59465646140578,1865.093,955.2969999999998
200,B0005,3.321192597769674,-2.011407432794039,36.68846661964396,1874.437,945.953
201,B0005,3.3183653734617744,-2.015837357931648,36.7403298715743,1883.75,936.6399999999999
202,B0005,3.315245171940894,-2.0133001114232174,36.79931825829531,1893.078,927.3119999999999
203,B0005,3.3120244558351715,-2.0122161082403074,36.86337807973425,1902.468,917.9219999999998
204,B0005,3.3088026854065,-2.013985654089638,36.882870526303435,1911.828,908.5619999999999
205,B0005,3.305636925069022,-2.013339372035079,36.9148445776736,1921.218,899.1719999999998
206,B0005,3.3024046123912347,-2.0120242803733217,37.042627473061906,1930.609,889.781
207,B0005,3.2989973587919152,-2.0142970342844118,37.0452933199134,1940.031,880.3589999999999
208,B0005,3.2955837484221067,-2.013062702002448,37.141614888179724,1949.406,870.9839999999999
209,B0005,3.291755576489721,-2.012629022811315,37.16405537942782,1958.796,861.5939999999998
210,B0005,3.2877606038780516,-2.014544596108806,37.2386186116543,1968.171,852.2189999999998
211,B0005,3.283943651408708,-2.013708607299683,37.27781967741149,1977.531,842.8589999999999
212,B0005,3.2798959810965767,-2.0120443430725694,37.28651202847657,1986.859,833.531
213,B0005,3.2755732634431656,-2.0134028445239602,37.32716235290866,1996.25,824.1399999999999
214,B0005,3.2712968081197045,-2.0145012791417485,37.50279135807052,2005.625,814.7649999999999
215,B0005,3.26653156446297,-2.011569379474965,37.576457570131005,2014.984,805.406
216,B0005,3.2617505710235384,-2.012589042729575,37.66352105147769,2024.343,796.0469999999998
217,B0005,3.256833305227609,-2.0130461767217662,37.692824598763494,2033.687,786.703
218,B0005,3.2514404718478254,-2.0115438623231023,37.67912376514716,2043.062,777.328
219,B0005,3.24597718049324,-2.013062319711066,37.736471066469086,2052.453,767.9369999999999
220,B0005,3.240142623993891,-2.0133402510961367,37.68581417954617,2061.843,758.547
221,B0005,3.2342589800355404,-2.011343830440149,37.900103499175394,2071.203,749.1869999999999
222,B0005,3.2280777281505397,-2.01317769870172,37.93291551237433,2080.531,739.8589999999999
223,B0005,3.2215814294911427,-2.0118027644589516,37.99686661736063,2089.89,730.5
224,B0005,3.21489599226809,-2.0120044853375623,37.94836428004018,2099.203,721.1869999999999
225,B0005,3.2078847874499496,-2.0137737757535223,38.02309095284104,2108.531,711.8589999999999
226,B0005,3.200330253505907,-2.0117536408956793,38.16881969947445,2117.89,702.5
227,B0005,3.192931526790775,-2.0122531535270247,38.17303659893306,2127.218,693.172
228,B0005,3.1846857591288336,-2.0148166775244367,38.317748067677414,2136.593,683.797
229,B0005,3.176382738668886,-2.012075862295247,38.37599367913288,2145.921,674.469
230,B0005,3.167684128887837,-2.0090095933031207,38.48799115146473,2155.296,665.094
231,B0005,3.1585057879626297,-2.0120927124035,38.449992856743734,2164.687,655.703
232,B0005,3.14841957749021,-2.01108898124277,38.56612715559552,2174.281,646.1089999999999
233,B0005,3.138279856355033,-2.011752148678749,38.71902166919569,2183.765,636.625
234,B0005,3.1275597886086826,-2.0117740542493405,38.70816832460566,2193.343,627.047
235,B0005,3.115979169006253,-2.012509528489737,38.87632189146216,2202.89,617.5
236,B0005,3.104309702078273,-2.0129013652687715,39.02031419282518,2212.39,608.0
237,B0005,3.091973240628261,-2.0164372767531185,39.08057987591541,2221.859,598.531
238,B0005,3.0789019031849416,-2.0152576371921813,39.161615526176284,2231.39,589.0
239,B0005,3.065385914270232,-2.014331216521507,39.16369836691266,2240.921,579.469
240,B0005,3.0510986603694312,-2.011807329803817,39.23434108655318,2250.484,569.906
241,B0005,3.0366298443749424,-2.0142529543505203,39.42249741193394,2259.984,560.406
242,B0005,3.0213002535920874,-2.0126122862251914,39.49929858927301,2269.546,550.844
243,B0005,3.005268211746319,-2.0116561406622626,39.64506933976581,2279.14,541.25
244,B0005,2.98901772964384,-2.0150983262515383,39.619613566498046,2288.687,531.703
245,B0005,2.971736299320023,-2.0132306752066973,39.80622653624944,2298.218,522.172
246,B0005,2.953433907618712,-2.0145943836882094,39.829665387943834,2307.781,512.6089999999999
247,B0005,2.9333808986678984,-2.0142722273776834,39.90250082898989,2317.328,503.0619999999999
248,B0005,2.9108922842026694,-2.012625221704364,40.17306243276029,2326.859,493.53099999999995
249,B0005,2.885103879410202,-2.0125927213696446,40.226337542191956,2336.39,484.0
250,B0005,2.855063560191675,-2.0127021200495756,40.40473329394699,2345.875,474.5149999999999
251,B0005,2.818474674353151,-2.013183252831037,40.40607239747222,2355.406,464.9839999999999
252,B0005,2.7749119448903987,-2.0111410428531995,40.486979530940836,2364.875,455.5149999999999
253,B0005,2.7211423614843477,-2.0143721434114785,40.695235361780135,2374.468,445.922
254,B0005,2.655378369801326,-2.013108288974833,40.87390886969321,2383.953,436.4369999999999
255,B0005,3.026529801649889,-0.0010077278052942709,41.051007697556734,2393.578,426.8119999999999
256,B0005,3.112031040685457,-0.0023432233787972216,41.023651051492024,2403.25,417.1399999999999
257,B0005,3.1728020247778903,-0.0025951993871852048,40.897191870890225,2412.859,407.53099999999995
258,B0005,3.219405058304082,-0.003384008245800798,40.82213805833526,2422.531,397.8589999999999
259,B0005,3.2563541919570373,0.003306917134878647,40.679236845012205,2432.14,388.25
260,B0005,3.28745453356149,-0.00420231719830446,40.57852932680648,2441.859,378.53099999999995
261,B0005,3.3133771043866367,0.0017822915492167464,40.46174891252543,2451.468,368.922
262,B0005,3.3366537382899306,-0.0009623096397902959,40.12526679237129,2461.14,359.25
263,B0005,3.3564432219268734,-0.002531559719772729,40.136651970432105,2470.796,349.59400000000005
264,B0005,3.374215136131871,-0.00024966401871163427,39.9655138069626,2480.421,339.96900000000005
265,B0005,3.3896713876124713,0.0014201492843205375,39.77288263081333,2490.015,330.375
266,B0005,3.4038985034085814,0.0006792200709443209,39.54620581552209,2499.718,320.672
267,B0005,3.4167667157873876,0.0004884503546531576,39.4011667093599,2509.312,311.078
268,B0005,3.428714287190556,0.0001475106791602061,39.29003420015672,2519.015,301.375
269,B0005,3.439509458341148,0.0008081827821548496,39.11826941019169,2528.593,291.797
270,B0005,3.449433539102885,-0.0025329354057600623,38.89735761776494,2538.265,282.125
271,B0005,3.4586553449256088,-0.003297506270386929,38.76815320084363,2547.89,272.5
272,B0005,3.467297409812044,-0.0027364553998281754,38.595929499466656,2557.562,262.828
273,B0005,3.4753172902682645,-0.00014507809531760817,38.40959962748863,2567.187,253.20299999999997
274,B0005,3.4828636118485914,-0.0028674074956425767,38.17851881352448,2576.843,243.54700000000003
275,B0005,3.4898606812858595,0.000372132973733381,38.071860652677,2586.484,233.90599999999995
276,B0005,3.496908769763767,-0.00012411789747635268,37.83597029555442,2596.156,224.23399999999992
277,B0005,3.5031889834472656,0.0008756271479867953,37.64584744484636,2605.765,214.625
278,B0005,3.5091329748128133,0.0022556222397755663,37.5682149337254,2615.437,204.95299999999997
279,B0005,3.5148710858433767,-0.004117466737693157,37.41669921321777,2625.046,195.34400000000005
280,B0005,3.520201671614136,-0.0007247429995214346,37.21776102379588,2634.718,185.67200000000003
281,B0005,3.525604884838943,-0.0041420238329998044,37.06790193931032,2644.328,176.0619999999999
282,B0005,3.5304877432598127,-0.0015506908660203207,36.875684296749185,2654.109,166.28099999999995
283,B0005,3.5354939398843888,-0.0020818033350042757,36.7321272312205,2663.968,156.42200000000003
284,B0005,3.5396627919519172,0.001316008186194142,36.516702223918315,2673.75,146.63999999999987
285,B0005,3.5441542608174683,0.0001148754486746908,36.27689073862885,2683.546,136.84400000000005
286,B0005,3.5482534851579985,-0.004627543810548727,36.199344576452596,2693.312,127.07799999999997
287,B0005,3.5523097066133054,-0.0007889728280707333,36.08819709122565,2703.062,117.32799999999997
288,B0005,3.556027032428812,-0.0017394608616993759,35.90703942854254,2712.828,107.5619999999999
289,B0005,3.559737949944447,-0.0037356047455782628,35.7880340132911,2722.593,97.79700000000003
290,B0005,3.5633498271973547,-0.000948497101170573,35.62324202137361,2732.359,88.03099999999995
291,B0005,3.566588638321749,0.00041567836267224846,35.47986623517656,2742.093,78.29700000000003
292,B0005,3.5701324005605968,-0.00033831441777604053,35.34545521128509,2751.843,68.54700000000003
293,B0005,3.5731394114729627,0.0014714852463274966,35.171253212605116,2761.687,58.702999999999975
294,B0005,3.5761588205508636,0.0011377802812796154,34.966433849732724,2771.5,48.88999999999987
295,B0005,3.5792622216844334,-0.001569462151077332,34.86482310375992,2781.312,39.077999999999975
296,B0005,3.5819644087942955,-0.003067113545526031,34.81476951520278,2791.062,29.327999999999975
297,B0005,3.584483969127335,-0.0030791154448858086,34.67625829286882,2800.828,19.561999999999898
298,B0005,3.587336071942508,0.0012185825930958794,34.565579988948265,2810.64,9.75
299,B0005,3.5899373887616655,-0.0005833472584575628,34.40592045769559,2820.39,0.0
300,B0006,4.188511527828155,-0.0012281447149011,24.907725860706154,0.0,2820.39
301,B0006,4.188177365628273,-0.0014391927665203057,24.922469391509193,9.328,2811.062
302,B0006,3.9324560190174846,-2.0120562214921676,24.96662296678375,19.515,2800.875
303,B0006,3.905595415610093,-2.0119222519084388,25.054750240702884,28.936999999999998,2791.453
304,B0006,3.884631939877545,-2.013539789867775,25.16970075176182,38.312,2782.078
305,B0006,3.86709911062331,-2.0113587748340276,25.27674260580718,47.687,2772.703
306,B0006,3.851631334479732,-2.0116624679561848,25.407645642569143,57.046,2763.344
307,B0006,3.8376409716215214,-2.010664342962641,25.511773537995847,66.35900000000001,2754.031
308,B0006,3.8246195647433283,-2.011437022564742,25.631692742420952,75.75,2744.64
309,B0006,3.8129767474967653,-2.013602653497138,25.75512647198359,85.10900000000001,2735.281
310,B0006,3.802424582715447,-2.0111456090596147,25.875472605483566,94.531,2725.859
311,B0006,3.792320625150927,-2.010234283858194,26.001675777520138,103.85900000000001,2716.531
312,B0006,3.782979480435769,-2.011291188218141,26.132114317216722,113.218,2707.172
313,B0006,3.774252906930405,-2.0107630660448494,26.245174020359293,122.60900000000001,2697.781
314,B0006,3.766202471803857,-2.013144356050652,26.377733152947087,131.953,2688.437
315,B0006,3.7584604358188365,-2.0117263870562914,26.523393870127386,141.34300000000002,2679.047
316,B0006,3.751549542576814,-2.013389523000357,26.627099785070747,150.71800000000002,2669.672
317,B0006,3.7444893845743,-2.0130696234225676,26.74092143329499,160.078,2660.312
318,B0006,3.7381456596523224,-2.013036363164005,26.85220979373298,169.453,2650.937
319,B0006,3.7320927590950137,-2.0104264065307382,26.98879934342903,178.843,2641.547
320,B0006,3.7261350676877196,-2.012748618202811,27.10138293825026,188.218,2632.172
321,B0006,3.7204242524177786,-2.014380829572208,27.181674035073648,197.578,2622.812
322,B0006,3.714536585644588,-2.0117805464531315,27.334477593705124,206.953,2613.437
323,B0006,3.7090092347362567,-2.012190462773464,27.444838460689148,216.296,2604.094
