asset_id,t_index,state_value
BAT000124,1253.0,88.89
BAT000125,680.0,41.68
BAT000126,501.0,74.04
BAT000127,1485.0,48.55
BAT000128,411.0,61.32
BAT000129,634.0,82.87
BAT000130,1041.0,55.89
BAT000131,1392.0,53.64
BAT000132,514.0,110.73
BAT000133,425.0,54.61
BAT000134,188.0,99.76
BAT000135,230.0,72.42
BAT000136,985.0,67.13
BAT000137,691.0,83.5
BAT000138,238.0,95.05
BAT000139,651.0,57.81
BAT000140,571.0,67.35
BAT000141,,87.7
BAT000142,799.0,79.32
BAT000143,1885.0,91.53
BAT000144,671.0,82.73
BAT000145,829.0,102.12
BAT000146,345.0,77.68
BAT000147,686.0,78.33
BAT000148,147.0,
BAT000149,898.0,72.86
BAT000150,654.0,87.72
BAT000151,735.0,78.56
BAT000152,381.0,86.82
BAT000153,243.0,89.17
BAT000154,81.0,81.43
BAT000155,164.0,82.53
BAT000156,670.0,
BAT000157,664.0,66.74
BAT000158,,87.65
BAT000159,791.0,96.35
BAT000160,1790.0,45.89
BAT000161,449.0,66.48
BAT000162,643.0,75.35
BAT000163,559.0,61.81
BAT000164,1411.0,62.66
BAT000165,356.0,82.12
BAT000166,493.0,
BAT000167,620.0,44.52
BAT000168,633.0,72.44
BAT000169,664.0,81.95
BAT000170,669.0,86.7
BAT000171,594.0,79.79
BAT000172,794.0,101.42
BAT000173,530.0,75.43
BAT000174,491.0,94.68
BAT000175,250.0,65.3
BAT000176,827.0,75.87
BAT000177,851.0,56.81
BAT000178,1655.0,
BAT000179,735.0,73.19
BAT000180,1444.0,80.37
BAT000181,1121.0,70.3
BAT000182,,83.8
BAT000183,255.0,80.96
BAT000184,762.0,60.08
BAT000185,643.0,60.95
BAT000186,979.0,74.58
BAT000187,978.0,84.89
BAT000188,587.0,102.94
BAT000189,1000.0,79.54
BAT000190,,90.11
BAT000191,468.0,50.81
BAT000192,654.0,105.19
BAT000193,585.0,84.09
BAT000194,583.0,74.26
BAT000195,1133.0,
BAT000196,1559.0,58.39
BAT000197,254.0,62.68
BAT000198,632.0,103.66
BAT000199,808.0,60.16
BAT000200,400.0,59.88
BAT000201,498.0,64.47
BAT000202,417.0,57.03
BAT000203,1082.0,75.23
BAT000204,695.0,91.33
BAT000205,622.0,65.84
BAT000206,460.0,54.4
BAT000207,1959.0,79.38
BAT000208,475.0,74.16
BAT000209,770.0,90.04
BAT000210,729.0,68.18
BAT000211,841.0,71.1
BAT000212,968.0,72.76
BAT000213,368.0,76.34
BAT000214,626.0,69.11
BAT000215,627.0,66.68
BAT000216,717.0,47.24
BAT000217,702.0,66.52
BAT000218,1328.0,85.73
BAT000219,703.0,87.75
BAT000220,770.0,67.93
BAT000221,620.0,94.49
BAT000222,752.0,74.57
BAT000223,381.0,54.93
BAT000224,721.0,50.21
BAT000225,419.0,93.27
BAT000226,642.0,69.4
BAT000227,1633.0,56.79
BAT000228,2013.0,41.11
BAT000229,556.0,69.06
BAT000230,153.0,81.07
BAT000231,586.0,
BAT000232,480.0,59.2
BAT000233,509.0,66.76
BAT000234,932.0,93.65
BAT000235,958.0,54.11
BAT000236,865.0,65.37
BAT000237,634.0,93.16
BAT000238,,82.41
BAT000239,347.0,
BAT000240,,65.27
BAT000241,467.0,75.46
BAT000242,963.0,66.93
BAT000243,516.0,62.11
BAT000244,479.0,58.8
BAT000245,848.0,86.76
BAT000246,1128.0,74.09
BAT000247,798.0,79.72
BAT000248,699.0,77.28
BAT000249,1012.0,81.61
BAT000250,773.0,71.18
BAT000251,498.0,67.78
BAT000252,706.0,62.77
BAT000253,266.0,53.79
BAT000254,749.0,
BAT000255,1558.0,69.52
BAT000256,441.0,50.95
BAT000257,397.0,54.27
BAT000258,1502.0,90.63
BAT000259,1049.0,78.36
BAT000260,772.0,68.22
BAT000261,900.0,109.07
BAT000262,506.0,50.28
BAT000263,278.0,89.63
BAT000264,123.0,73.33
BAT000265,613.0,86.78
BAT000266,575.0,76.63
BAT000267,1256.0,46.92
BAT000268,658.0,76.43
BAT000269,491.0,80.03
BAT000270,232.0,42.12
BAT000271,501.0,104.16
BAT000272,346.0,79.67
BAT000273,554.0,85.08
BAT000274,730.0,57.52
BAT000275,1436.0,85.36
BAT000276,,91.34
BAT000277,694.0,78.8
BAT000278,723.0,74.86
BAT000279,916.0,61.6
BAT000280,501.0,71.76
BAT000281,731.0,
BAT000282,832.0,83.58
BAT000283,850.0,62.25
BAT000284,634.0,83.47
BAT000285,451.0,62.42
BAT000286,140.0,71.06
BAT000287,692.0,84.24
BAT000288,676.0,64.44
BAT000289,1013.0,84.76
BAT000290,733.0,83.29
BAT000291,457.0,70.94
BAT000292,636.0,92.43
BAT000293,629.0,76.17
BAT000294,852.0,91.53
BAT000295,640.0,101.9
BAT000296,612.0,71.38
BAT000297,1309.0,84.67
BAT000298,410.0,65.44
BAT000299,915.0,59.51
BAT000300,387.0,72.07
BAT000301,783.0,54.56
BAT000302,1196.0,60.94
BAT000303,406.0,83.87
BAT000304,,67.3
BAT000305,514.0,85.66
BAT000306,689.0,79.49
BAT000307,561.0,102.77
BAT000308,852.0,82.87
BAT000309,526.0,91.71
BAT000310,442.0,81.03
BAT000311,917.0,79.67
BAT000312,809.0,92.47
BAT000313,684.0,85.03
BAT000314,1198.0,78.15
BAT000315,228.0,78.08
BAT000316,500.0,83.07
BAT000317,567.0,64.93
BAT000318,286.0,64.29
BAT000319,1058.0,96.38
BAT000320,624.0,102.97
BAT000321,1216.0,61.07
BAT000322,880.0,64.97
BAT000323,669.0,92.14
BAT000324,955.0,83.0
BAT000325,794.0,85.15
BAT000326,759.0,88.45
BAT000327,169.0,71.39
BAT000328,979.0,79.95
BAT000329,1394.0,78.78
BAT000330,774.0,62.12
BAT000331,609.0,79.73
BAT000332,726.0,93.57
BAT000333,819.0,69.99
BAT000334,793.0,77.29
BAT000335,1400.0,78.1
BAT000336,930.0,70.73
BAT000337,206.0,85.15
BAT000338,730.0,64.8
BAT000339,1494.0,94.99
BAT000340,830.0,84.39
BAT000341,463.0,60.95
BAT000342,877.0,100.47
BAT000343,331.0,77.52
BAT000344,259.0,64.16
BAT000345,836.0,91.57
BAT000346,1214.0,82.42
BAT000347,516.0,48.42
BAT000348,540.0,67.12
BAT000349,390.0,79.19
BAT000350,1254.0,42.61
BAT000351,405.0,76.28
BAT000352,1377.0,77.37
BAT000353,797.0,57.25
BAT000354,,
BAT000355,846.0,75.11
BAT000356,2113.0,57.13
BAT000357,377.0,88.79
BAT000358,393.0,87.57
BAT000359,799.0,70.65
BAT000360,69.0,
BAT000361,586.0,85.89
BAT000362,886.0,71.99
BAT000363,708.0,46.04
BAT000364,722.0,82.3
BAT000365,846.0,62.8
BAT000366,606.0,69.15
BAT000367,877.0,96.87
BAT000368,1141.0,72.99
BAT000369,687.0,75.03
BAT000370,825.0,82.65
BAT000371,497.0,82.58
BAT000372,234.0,61.21
BAT000373,1161.0,74.1
BAT000374,1646.0,75.54
BAT000375,696.0,79.08
BAT000376,151.0,79.34
BAT000377,519.0,113.81
BAT000378,422.0,
BAT000379,506.0,89.7
BAT000380,726.0,92.75
BAT000381,1708.0,82.39
BAT000382,530.0,65.25
BAT000383,894.0,99.97
BAT000384,692.0,42.12
BAT000385,385.0,64.75
BAT000386,415.0,92.58
BAT000387,,69.45
BAT000388,364.0,98.95
BAT000389,598.0,52.32
BAT000390,454.0,58.32
BAT000391,,67.03
BAT000392,766.0,81.26
BAT000393,457.0,71.67
BAT000394,,67.64
BAT000395,892.0,96.31
BAT000396,1013.0,97.7
BAT000397,,68.78
BAT000398,125.0,49.35
BAT000399,688.0,42.64
BAT000400,302.0,78.59
BAT000401,616.0,84.84
BAT000402,813.0,75.94
BAT000403,766.0,73.94
BAT000404,976.0,62.93
BAT000405,1503.0,84.82
BAT000406,527.0,100.17
BAT000407,873.0,41.75
BAT000408,440.0,73.84
BAT000409,665.0,60.44
BAT000410,690.0,52.64
BAT000411,806.0,58.05
BAT000412,144.0,80.7
BAT000413,502.0,81.07
BAT000414,915.0,96.9
BAT000415,1309.0,75.13
BAT000416,1709.0,
BAT000417,542.0,71.43
BAT000418,193.0,54.2
BAT000419,644.0,56.9
BAT000420,50.0,83.71
BAT000421,542.0,77.91
BAT000422,1644.0,83.81
BAT000423,,69.64
BAT000424,383.0,86.86
BAT000425,1698.0,68.8
BAT000426,1056.0,91.75
BAT000427,681.0,
BAT000428,639.0,71.9
BAT000429,573.0,78.18
BAT000430,867.0,74.73
BAT000431,260.0,98.94
BAT000432,558.0,78.68
BAT000433,525.0,74.98
BAT000434,268.0,71.42
BAT000435,544.0,87.65
BAT000436,719.0,85.62
BAT000437,284.0,70.89
BAT000438,521.0,57.67
BAT000439,495.0,61.47
BAT000440,,72.24
BAT000441,700.0,95.23
BAT000442,744.0,71.25
BAT000443,751.0,66.09
BAT000444,364.0,48.59
BAT000445,574.0,97.7
BAT000446,435.0,83.54
BAT000447,497.0,86.94
BAT000448,482.0,89.43
BAT000449,521.0,72.53
BAT000450,447.0,76.27
BAT000451,2599.0,97.33
BAT000452,466.0,77.69
BAT000453,934.0,83.81
BAT000454,,88.06
BAT000455,,84.64
BAT000456,,73.08
BAT000457,263.0,74.49
BAT000458,259.0,86.66
BAT000459,1771.0,86.64
BAT000460,472.0,92.52
BAT000461,776.0,83.27
BAT000462,1430.0,83.95
BAT000463,411.0,68.31
BAT000464,634.0,66.28
BAT000465,548.0,86.71
BAT000466,1060.0,66.39
BAT000467,576.0,74.69
BAT000468,1010.0,95.69
BAT000469,662.0,93.31
BAT000470,655.0,79.53
BAT000471,323.0,70.56
BAT000472,1427.0,73.15
BAT000473,811.0,88.01
BAT000474,973.0,74.45
BAT000475,744.0,66.63
BAT000476,1284.0,93.24
BAT000477,1096.0,77.72
BAT000478,384.0,66.34
BAT000479,524.0,82.18
BAT000480,304.0,89.57
BAT000481,568.0,59.88
BAT000482,623.0,71.99
BAT000483,709.0,71.3
BAT000484,793.0,
BAT000485,188.0,84.48
BAT000486,538.0,66.73
BAT000487,1718.0,52.61
BAT000488,,90.48
BAT000489,615.0,58.2
BAT000490,687.0,79.07
BAT000491,672.0,73.02
BAT000492,380.0,77.44
BAT000493,,99.77
BAT000494,668.0,120.0
BAT000495,380.0,50.5
BAT000496,567.0,89.76
BAT000497,396.0,72.66
BAT000498,1971.0,90.72
BAT000499,596.0,89.36
BAT000500,614.0,96.15
BAT000501,,79.27
BAT000502,758.0,61.66
BAT000503,575.0,88.91
BAT000504,470.0,76.77
BAT000505,497.0,71.49
BAT000506,669.0,67.86
BAT000507,1850.0,90.1
BAT000508,309.0,99.05
BAT000509,827.0,57.07
BAT000510,951.0,84.33
BAT000511,557.0,69.41
BAT000512,,52.99
BAT000513,340.0,77.22
BAT000514,787.0,62.5
BAT000515,450.0,51.33
BAT000516,542.0,63.27
BAT000517,1498.0,59.58
BAT000518,757.0,65.3
BAT000519,541.0,55.11
BAT000520,755.0,69.07
BAT000521,818.0,64.3
BAT000522,624.0,80.63
BAT000523,690.0,83.9
BAT000524,413.0,78.9
BAT000525,530.0,71.47
BAT000526,499.0,71.06
BAT000527,629.0,62.44
BAT000528,886.0,62.81
BAT000529,1092.0,85.55
BAT000530,316.0,48.6
BAT000531,1924.0,73.79
BAT000532,935.0,70.15
BAT000533,254.0,83.99
BAT000534,443.0,53.62
BAT000535,426.0,
BAT000536,1093.0,80.14
BAT000537,730.0,46.43
BAT000538,589.0,58.89
BAT000539,1034.0,73.62
BAT000540,1874.0,82.71
BAT000541,764.0,77.74
BAT000542,244.0,83.41
BAT000543,539.0,58.81
BAT000544,,51.17
BAT000545,,76.27
BAT000546,598.0,56.56
BAT000547,794.0,62.02
BAT000548,387.0,88.98
BAT000549,238.0,
BAT000550,543.0,66.48
BAT000551,823.0,64.53
BAT000552,393.0,84.31
BAT000553,810.0,78.18
BAT000554,1668.0,56.78
BAT000555,717.0,45.78
BAT000556,813.0,103.23
BAT000557,547.0,56.66
BAT000558,771.0,82.92
BAT000559,,97.66
BAT000560,476.0,77.21
BAT000561,568.0,65.99
BAT000562,437.0,53.61
BAT000563,2465.0,53.4
BAT000564,905.0,80.65
BAT000565,634.0,
BAT000566,753.0,69.07
BAT000567,604.0,66.66
BAT000568,,85.46
BAT000569,,64.71
BAT000570,845.0,79.12
BAT000571,558.0,
BAT000572,683.0,
BAT000573,659.0,74.77
BAT000574,953.0,101.45
BAT000575,559.0,84.07
BAT000576,883.0,91.39
BAT000577,449.0,61.22
BAT000578,359.0,
BAT000579,,84.59
BAT000580,1224.0,52.51
BAT000581,529.0,83.1
BAT000582,745.0,67.3
BAT000583,355.0,51.81
BAT000584,797.0,76.95
BAT000585,727.0,83.09
BAT000586,1867.0,77.27
BAT000587,813.0,
BAT000588,291.0,70.04
BAT000589,393.0,
BAT000590,948.0,57.26
BAT000591,955.0,88.09
BAT000592,2179.0,75.23
BAT000593,890.0,62.18
BAT000594,1894.0,74.27
BAT000595,,54.11
BAT000596,407.0,66.07
BAT000597,698.0,74.3
BAT000598,1252.0,51.73
BAT000599,323.0,82.6
BAT000600,815.0,60.54
BAT000601,471.0,53.22
BAT000602,1905.0,58.79
BAT000603,655.0,107.64
BAT000604,726.0,45.33
BAT000605,1935.0,81.54
BAT000606,570.0,63.73
BAT000607,319.0,69.75
BAT000608,235.0,84.06
BAT000609,320.0,83.32
BAT000610,895.0,64.79
BAT000611,251.0,54.63
BAT000612,,84.33
BAT000613,1189.0,83.29
BAT000614,422.0,70.73
BAT000615,1900.0,81.63
BAT000616,1219.0,68.31
BAT000617,541.0,62.59
BAT000618,233.0,75.06
BAT000619,453.0,82.79
BAT000620,1571.0,79.64
BAT000621,614.0,82.64
BAT000622,718.0,63.59
BAT000623,894.0,98.73
BAT000624,812.0,69.86
BAT000625,529.0,
BAT000626,410.0,55.22
BAT000627,1036.0,72.09
BAT000628,561.0,82.98
BAT000629,657.0,86.44
BAT000630,590.0,98.43
BAT000631,1089.0,82.8
BAT000632,61.0,79.15
BAT000633,495.0,68.31
BAT000634,1635.0,65.07
BAT000635,1469.0,89.55
BAT000636,646.0,89.27
BAT000637,339.0,58.84
BAT000638,820.0,85.85
BAT000639,238.0,84.76
BAT000640,,58.29
BAT000641,620.0,83.11
BAT000642,953.0,59.26
BAT000643,208.0,40.0
BAT000644,712.0,72.6
BAT000645,614.0,78.87
BAT000646,606.0,73.27
BAT000647,1221.0,118.01
BAT000648,495.0,80.68
BAT000649,706.0,
BAT000650,1061.0,81.44
BAT000651,50.0,68.38
BAT000652,1425.0,88.94
BAT000653,1813.0,80.42
BAT000654,621.0,79.73
BAT000655,689.0,65.64
BAT000656,809.0,51.54
BAT000657,466.0,67.48
BAT000658,563.0,79.24
BAT000659,957.0,68.33
BAT000660,968.0,79.38
BAT000661,596.0,71.51
BAT000662,426.0,81.46
BAT000663,704.0,60.35
BAT000664,560.0,77.89
BAT000665,569.0,65.39
BAT000666,424.0,51.93
BAT000667,837.0,
BAT000668,472.0,98.04
BAT000669,1989.0,53.12
BAT000670,817.0,76.79
BAT000671,912.0,86.96
BAT000672,1085.0,109.5
BAT000673,418.0,67.61
BAT000674,330.0,65.52
BAT000675,811.0,57.5
BAT000676,998.0,92.11
BAT000677,1598.0,61.99
BAT000678,443.0,69.44
BAT000679,698.0,47.27
BAT000680,374.0,88.26
BAT000681,488.0,92.37
BAT000682,388.0,87.69
BAT000683,1018.0,50.92
BAT000684,801.0,84.11
BAT000685,628.0,49.91
BAT000686,,
BAT000687,921.0,78.08
BAT000688,594.0,79.65
BAT000689,563.0,
BAT000690,546.0,74.88
BAT000691,852.0,
BAT000692,332.0,
BAT000693,,76.46
BAT000694,745.0,61.46
BAT000695,934.0,51.46
BAT000696,546.0,98.1
BAT000697,534.0,93.47
BAT000698,618.0,85.59
BAT000699,395.0,64.86
BAT000700,655.0,
BAT000701,528.0,86.47
BAT000702,882.0,80.5
BAT000703,876.0,69.38
BAT000704,731.0,91.87
BAT000705,623.0,87.72
BAT000706,690.0,77.64
BAT000707,615.0,75.53
BAT000708,1586.0,75.76
BAT000709,458.0,85.2
BAT000710,731.0,62.14
BAT000711,736.0,81.39
BAT000712,487.0,61.19
BAT000713,1292.0,95.05
BAT000714,565.0,82.98
BAT000715,851.0,64.68
BAT000716,226.0,76.21
BAT000717,1039.0,62.19
BAT000718,558.0,97.56
BAT000719,902.0,99.34
BAT000720,881.0,85.44
BAT000721,1065.0,98.35
BAT000722,1036.0,77.28
BAT000723,515.0,86.45
BAT000724,445.0,93.37
BAT000725,871.0,74.91
BAT000726,,76.07
BAT000727,836.0,89.0
BAT000728,1619.0,84.7
BAT000729,702.0,63.67
BAT000730,1032.0,42.2
BAT000731,213.0,72.37
BAT000732,1110.0,43.55
BAT000733,944.0,60.13
BAT000734,912.0,61.89
BAT000735,785.0,66.47
BAT000736,863.0,87.31
BAT000737,878.0,90.57
BAT000738,896.0,82.63
BAT000739,518.0,84.49
BAT000740,556.0,84.84
BAT000741,642.0,
BAT000742,559.0,75.15
BAT000743,406.0,48.05
BAT000744,1226.0,82.64
BAT000745,1437.0,43.6
BAT000746,630.0,72.29
BAT000747,808.0,83.22
BAT000748,535.0,58.23
BAT000749,215.0,89.43
BAT000750,794.0,
BAT000751,517.0,80.71
BAT000752,281.0,85.47
BAT000753,1716.0,69.61
BAT000754,520.0,77.28
BAT000755,788.0,75.15
BAT000756,692.0,74.81
BAT000757,270.0,64.92
BAT000758,457.0,56.36
BAT000759,729.0,69.95
BAT000760,358.0,69.12
BAT000761,1043.0,63.95
BAT000762,427.0,87.78
BAT000763,542.0,57.42
BAT000764,,72.43
BAT000765,507.0,92.5
BAT000766,653.0,88.64
BAT000767,463.0,93.24
BAT000768,658.0,66.14
BAT000769,975.0,86.76
BAT000770,50.0,59.06
BAT000771,1319.0,70.86
BAT000772,942.0,72.27
BAT000773,,66.36
BAT000774,1239.0,69.57
BAT000775,244.0,67.6
BAT000776,720.0,60.26
BAT000777,319.0,87.85
BAT000778,50.0,72.26
BAT000779,467.0,78.02
BAT000780,518.0,77.46
BAT000781,517.0,75.82
BAT000782,533.0,76.39
BAT000783,538.0,70.42
BAT000784,617.0,96.28
BAT000785,583.0,86.41
BAT000786,568.0,75.28
BAT000787,162.0,68.29
BAT000788,485.0,73.22
BAT000789,1477.0,81.26
BAT000790,135.0,97.5
BAT000791,891.0,54.4
BAT000792,625.0,84.9
BAT000793,874.0,
BAT000794,749.0,52.7
BAT000795,428.0,72.28
BAT000796,619.0,59.03
BAT000797,,81.46
BAT000798,832.0,69.62
BAT000799,695.0,73.05
BAT000800,512.0,68.83
BAT000801,658.0,85.8
BAT000802,561.0,78.44
BAT000803,,78.46
BAT000804,219.0,77.41
BAT000805,808.0,83.59
BAT000806,1049.0,71.07
BAT000807,1748.0,100.51
BAT000808,462.0,56.48
BAT000809,275.0,49.11
BAT000810,173.0,47.87
BAT000811,402.0,43.81
BAT000812,533.0,85.1
BAT000813,932.0,83.27
BAT000814,563.0,
BAT000815,1483.0,59.15
BAT000816,1707.0,86.18
BAT000817,867.0,75.85
BAT000818,610.0,77.5
BAT000819,311.0,84.38
BAT000820,251.0,63.66
BAT000821,587.0,113.81
BAT000822,432.0,94.98
BAT000823,1075.0,67.02
BAT000824,567.0,58.64
BAT000825,802.0,73.68
BAT000826,319.0,77.73
BAT000827,713.0,90.98
BAT000828,540.0,57.47
BAT000829,975.0,79.28
BAT000830,609.0,52.06
BAT000831,,81.55
BAT000832,368.0,73.39
BAT000833,473.0,104.05
BAT000834,657.0,51.81
BAT000835,1092.0,95.56
BAT000836,82.0,49.44
BAT000837,288.0,55.09
BAT000838,908.0,49.84
BAT000839,659.0,78.76
BAT000840,696.0,57.39
BAT000841,795.0,54.78
BAT000842,1749.0,78.04
BAT000843,731.0,81.78
BAT000844,738.0,75.6
BAT000845,1826.0,72.57
BAT000846,792.0,102.43
BAT000847,520.0,77.19
BAT000848,1257.0,87.09
BAT000849,1952.0,77.14
BAT000850,,58.53
BAT000851,486.0,83.25
BAT000852,468.0,65.16
BAT000853,337.0,73.64
BAT000854,407.0,79.58
BAT000855,447.0,45.88
BAT000856,122.0,50.86
BAT000857,857.0,88.64
BAT000858,1214.0,65.04
BAT000859,877.0,
BAT000860,679.0,77.5
BAT000861,599.0,69.21
BAT000862,529.0,81.26
BAT000863,630.0,74.23
BAT000864,359.0,77.98
BAT000865,585.0,64.47
BAT000866,1596.0,77.9
BAT000867,879.0,91.58
BAT000868,2274.0,66.48
BAT000869,587.0,88.73
BAT000870,760.0,74.23
BAT000871,2054.0,86.02
BAT000872,410.0,76.93
BAT000873,202.0,74.5
BAT000874,410.0,80.25
BAT000875,826.0,93.2
BAT000876,58.0,78.54
BAT000877,1496.0,82.18
BAT000878,904.0,69.47
BAT000879,396.0,98.56
BAT000880,833.0,84.61
BAT000881,849.0,
BAT000882,1461.0,73.16
BAT000883,695.0,89.67
BAT000884,2112.0,65.91
BAT000885,1120.0,48.26
BAT000886,393.0,76.09
BAT000887,579.0,92.85
BAT000888,157.0,98.87
BAT000889,929.0,73.39
BAT000890,594.0,75.65
BAT000891,494.0,
BAT000892,1599.0,71.03
BAT000893,398.0,82.75
BAT000894,682.0,73.72
BAT000895,653.0,90.17
BAT000896,1659.0,85.84
BAT000897,552.0,87.15
BAT000898,747.0,71.92
BAT000899,1611.0,103.89
BAT000900,526.0,82.26
BAT000901,919.0,78.71
BAT000902,600.0,63.59
BAT000903,352.0,73.54
BAT000904,283.0,76.72
BAT000905,1764.0,63.18
BAT000906,205.0,70.62
BAT000907,629.0,72.51
BAT000908,607.0,
BAT000909,50.0,48.56
BAT000910,579.0,72.97
BAT000911,344.0,69.34
BAT000912,915.0,74.69
BAT000913,246.0,90.53
BAT000914,1157.0,105.79
BAT000915,512.0,85.18
BAT000916,360.0,56.48
BAT000917,1195.0,69.82
BAT000918,990.0,83.94
BAT000919,499.0,82.25
BAT000920,,89.81
BAT000921,873.0,73.54
BAT000922,551.0,69.55
BAT000923,236.0,101.29
BAT000924,942.0,75.88
BAT000925,1025.0,59.75
BAT000926,803.0,97.13
BAT000927,813.0,52.56
BAT000928,1878.0,40.0
BAT000929,590.0,86.54
BAT000930,,88.66
BAT000931,407.0,81.21
BAT000932,572.0,55.46
BAT000933,858.0,74.12
BAT000934,624.0,70.83
BAT000935,393.0,66.94
BAT000936,664.0,96.18
BAT000937,396.0,59.3
BAT000938,1753.0,79.74
BAT000939,573.0,92.91
BAT000940,941.0,
BAT000941,271.0,93.62
BAT000942,688.0,83.46
BAT000943,910.0,81.44
BAT000944,1383.0,80.5
BAT000945,376.0,84.2
BAT000946,712.0,69.22
BAT000947,526.0,55.47
BAT000948,546.0,89.31
BAT000949,405.0,92.43
BAT000950,1463.0,78.78
BAT000951,839.0,66.77
BAT000952,757.0,51.63
BAT000953,422.0,76.29
BAT000954,287.0,54.77
BAT000955,427.0,52.67
BAT000956,164.0,74.69
BAT000957,621.0,63.54
BAT000958,595.0,
BAT000959,157.0,72.61
BAT000960,63.0,65.9
BAT000961,696.0,49.43
BAT000962,550.0,62.21
BAT000963,789.0,62.76
BAT000964,510.0,56.62
BAT000965,388.0,70.06
BAT000966,626.0,57.79
BAT000967,673.0,72.54
BAT000968,594.0,78.61
BAT000969,666.0,62.61
BAT000970,822.0,81.38
BAT000971,380.0,54.58
BAT000972,643.0,58.32
BAT000973,1146.0,73.3
BAT000974,523.0,85.31
BAT000975,893.0,88.01
BAT000976,226.0,99.19
BAT000977,410.0,
BAT000978,,73.09
BAT000979,212.0,59.51
BAT000980,605.0,56.19
BAT000981,954.0,78.43
BAT000982,623.0,63.36
BAT000983,901.0,93.49
BAT000984,854.0,53.06
BAT000985,889.0,82.3
BAT000986,1137.0,59.91
BAT000987,896.0,62.69
BAT000988,501.0,83.09
BAT000989,499.0,64.86
BAT000990,1156.0,67.26
BAT000991,972.0,62.82
BAT000992,1087.0,101.78
BAT000993,621.0,65.74
BAT000994,50.0,75.77
BAT000995,1048.0,71.97
BAT000996,143.0,78.32
BAT000997,855.0,65.78
BAT000998,1309.0,71.99
BAT000999,701.0,80.91
BAT001000,1077.0,62.05
BAT001001,409.0,91.34
BAT001002,486.0,92.78
BAT001003,250.0,84.1
BAT001004,527.0,76.05
BAT001005,666.0,40.0
BAT001006,462.0,81.36
