asset_id,t_index,state_value
B0005,114,1751.5939999999998
B0005,115,1742.234
B0005,116,1732.8749999999998
B0005,117,1723.515
B0005,118,1714.14
B0005,119,1704.812
B0005,120,1695.39
B0005,121,1686.062
B0005,122,1676.7189999999998
B0005,123,1667.281
B0005,124,1657.89
B0005,125,1648.4999999999998
B0005,126,1639.015
B0005,127,1629.6719999999998
B0005,128,1620.2499999999998
B0005,129,1610.89
B0005,130,1601.531
B0005,131,1592.187
B0005,132,1582.765
B0005,133,1573.437
B0005,134,1564.109
B0005,135,1554.6719999999998
B0005,136,1545.312
B0005,137,1535.937
B0005,138,1526.5469999999998
B0005,139,1517.203
B0005,140,1507.8439999999998
B0005,141,1498.484
B0005,142,1489.1249999999998
B0005,143,1479.765
B0005,144,1470.3749999999998
B0005,145,1461.015
B0005,146,1451.6249999999998
B0005,147,1442.281
B0005,148,1432.9219999999998
B0005,149,1423.531
B0005,150,1414.1249999999998
B0005,151,1404.7969999999998
B0005,152,1395.437
B0005,153,1386.0469999999998
B0005,154,1376.6719999999998
B0005,155,1367.312
B0005,156,1357.937
B0005,157,1348.609
B0005,158,1339.2189999999998
B0005,159,1329.89
B0005,160,1320.5939999999998
B0005,161,1311.281
B0005,162,1301.937
B0005,163,1292.578
B0005,164,1283.203
B0005,165,1273.8439999999998
B0005,166,1264.484
B0005,167,1255.078
B0005,168,1245.7189999999998
B0005,169,1236.39
B0005,170,1226.984
B0005,171,1217.609
B0005,172,1208.234
B0005,173,1198.906
B0005,174,1189.515
B0005,175,1180.156
B0005,176,1170.812
B0005,177,1161.4689999999998
B0005,178,1152.031
B0005,179,1142.656
B0005,180,1133.265
B0005,181,1123.906
B0005,182,1114.5939999999998
B0005,183,1105.187
B0005,184,1095.7969999999998
B0005,185,1086.437
B0005,186,1077.078
B0005,187,1067.687
B0005,188,1058.328
B0005,189,1048.9689999999998
B0005,190,1039.6249999999998
B0005,191,1030.265
B0005,192,1020.8749999999998
B0005,193,1011.484
B0005,194,1002.1249999999998
B0005,195,992.765
B0005,196,983.406
B0005,197,974.0469999999998
B0005,198,964.656
B0005,199,955.2969999999998
B0005,200,945.953
B0005,201,936.64
B0005,202,927.312
B0005,203,917.9219999999998
B0005,204,908.562
B0005,205,899.1719999999998
B0005,206,889.781
B0005,207,880.3589999999999
B0005,208,870.9839999999999
B0005,209,861.5939999999998
B0005,210,852.2189999999998
B0005,211,842.8589999999999
B0005,212,833.531
B0005,213,824.1399999999999
B0005,214,814.7649999999999
B0005,215,805.406
B0005,216,796.0469999999998
B0005,217,786.703
B0005,218,777.328
B0005,219,767.9369999999999
B0005,220,758.547
B0005,221,749.1869999999999
B0005,222,739.8589999999999
B0005,223,730.5
B0005,224,721.1869999999999
B0005,225,711.8589999999999
B0005,226,702.5
B0005,227,693.172
B0005,228,683.797
B0005,229,674.469
B0005,230,665.094
B0005,231,655.703
B0005,232,646.1089999999999
B0005,233,636.625
B0005,234,627.047
B0005,235,617.5
B0005,236,608.0
B0005,237,598.531
B0005,238,589.0
B0005,239,579.469
B0005,240,569.906
B0005,241,560.406
B0005,242,550.844
B0005,243,541.25
B0005,244,531.703
B0005,245,522.172
B0005,246,512.6089999999999
B0005,247,503.0619999999999
B0005,248,493.5309999999999
B0005,249,484.0
B0005,250,474.5149999999999
B0005,251,464.9839999999999
B0005,252,455.5149999999999
B0005,253,445.922
B0005,254,436.4369999999999
B0005,255,426.8119999999999
B0005,256,417.1399999999999
B0005,257,407.5309999999999
B0005,258,397.8589999999999
B0005,259,388.25
B0005,260,378.5309999999999
B0005,261,368.922
B0005,262,359.25
B0005,263,349.59400000000005
B0005,264,339.96900000000005
B0005,265,330.375
B0005,266,320.672
B0005,267,311.078
B0005,268,301.375
B0005,269,291.797
B0005,270,282.125
B0005,271,272.5
B0005,272,262.828
B0005,273,253.20299999999995
B0005,274,243.54700000000005
B0005,275,233.90599999999995
B0005,276,224.23399999999992
B0005,277,214.625
B0005,278,204.95299999999995
B0005,279,195.34400000000005
B0005,280,185.67200000000005
B0005,281,176.0619999999999
B0005,282,166.28099999999995
B0005,283,156.42200000000005
B0005,284,146.63999999999987
B0005,285,136.84400000000005
B0005,286,127.07799999999996
B0005,287,117.32799999999996
B0005,288,107.5619999999999
B0005,289,97.79700000000004
B0005,290,88.03099999999995
B0005,291,78.29700000000003
B0005,292,68.54700000000003
B0005,293,58.702999999999975
B0005,294,48.88999999999987
B0005,295,39.077999999999975
B0005,296,29.327999999999975
B0005,297,19.561999999999895
B0005,298,9.75
B0005,299,0.0
B0006,0,2820.39
B0006,1,2811.062
B0006,2,2800.875
B0006,3,2791.453
B0006,4,2782.078
B0006,5,2772.703
B0006,6,2763.344
B0006,7,2754.031
B0006,8,2744.64
B0006,9,2735.281
B0006,10,2725.859
B0006,11,2716.531
B0006,12,2707.172
B0006,13,2697.781
B0006,14,2688.437
B0006,15,2679.047
B0006,16,2669.672
B0006,17,2660.312
B0006,18,2650.937
B0006,19,2641.547
B0006,20,2632.172
B0006,21,2622.812
B0006,22,2613.437
B0006,23,2604.094
B0006,24,2594.703
B0006,25,2585.344
B0006,26,2576.031
B0006,27,2566.625
B0006,28,2557.297
B0006,29,2547.89
B0006,30,2538.5
B0006,31,2529.14
B0006,32,2519.781
B0006,33,2510.422
B0006,34,2501.062
B0006,35,2491.656
B0006,36,2482.312
B0006,37,2472.984
B0006,38,2463.656
B0006,39,2454.219
B0006,40,2444.859
B0006,41,2435.5
B0006,42,2426.187
B0006,43,2416.781
B0006,44,2407.406
B0006,45,2398.0
B0006,46,2388.656
B0006,47,2379.344
B0006,48,2369.984
B0006,49,2360.656
B0006,50,2351.297
B0006,51,2341.969
B0006,52,2332.64
B0006,53,2323.297
B0006,54,2313.875
B0006,55,2304.484
B0006,56,2295.109
B0006,57,2285.797
B0006,58,2276.422
B0006,59,2267.015
B0006,60,2257.656
B0006,61,2248.328
B0006,62,2238.953
B0006,63,2229.562
B0006,64,2220.203
B0006,65,2210.781
B0006,66,2201.39
B0006,67,2192.0
B0006,68,2182.578
B0006,69,2173.187
B0006,70,2163.844
B0006,71,2154.515
B0006,72,2145.156
B0006,73,2135.765
B0006,74,2126.312
B0006,75,2116.969
B0006,76,2107.609
B0006,77,2098.25
B0006,78,2088.844
B0006,79,2079.484
B0006,80,2070.094
B0006,81,2060.781
B0006,82,2051.406
B0006,83,2042.047
B0006,84,2032.719
B0006,85,2023.281
B0006,86,2013.937
B0006,87,2004.547
B0006,88,1995.187
B0006,89,1985.828
B0006,90,1976.469
B0006,91,1967.078
B0006,92,1957.703
B0006,93,1948.344
B0006,94,1938.969
B0006,95,1929.609
B0006,96,1920.281
B0006,97,1910.859
B0006,98,1901.469
B0006,99,1892.078
B0006,100,1882.719
B0006,101,1873.328
B0006,102,1863.922
B0006,103,1854.562
B0006,104,1845.203
B0006,105,1835.875
B0006,106,1826.515
B0006,107,1817.156
B0006,108,1807.781
B0006,109,1798.422
B0006,110,1789.0939999999998
B0006,111,1779.734
B0006,112,1770.3749999999998
B0006,113,1761.0469999999998
B0006,114,1751.5939999999998
B0006,115,1742.234
B0006,116,1732.8749999999998
B0006,117,1723.515
B0006,118,1714.14
B0006,119,1704.812
B0006,120,1695.39
B0006,121,1686.062
B0006,122,1676.7189999999998
B0006,123,1667.281
B0006,124,1657.89
B0006,125,1648.4999999999998
B0006,126,1639.015
B0006,127,1629.6719999999998
B0006,128,1620.2499999999998
B0006,129,1610.89
B0006,130,1601.531
B0006,131,1592.187
B0006,132,1582.765
B0006,133,1573.437
B0006,134,1564.109
B0006,135,1554.6719999999998
B0006,136,1545.312
B0006,137,1535.937
B0006,138,1526.5469999999998
B0006,139,1517.203
B0006,140,1507.8439999999998
B0006,141,1498.484
B0006,142,1489.1249999999998
B0006,143,1479.765
B0006,144,1470.3749999999998
B0006,145,1461.015
B0006,146,1451.6249999999998
B0006,147,1442.281
B0006,148,1432.9219999999998
B0006,149,1423.531
B0006,150,1414.1249999999998
B0006,151,1404.7969999999998
B0006,152,1395.437
B0006,153,1386.0469999999998
B0006,154,1376.6719999999998
B0006,155,1367.312
B0006,156,1357.937
B0006,157,1348.609
B0006,158,1339.2189999999998
B0006,159,1329.89
B0006,160,1320.5939999999998
B0006,161,1311.281
B0006,162,1301.937
B0006,163,1292.578
B0006,164,1283.203
B0006,165,1273.8439999999998
B0006,166,1264.484
B0006,167,1255.078
B0006,168,1245.7189999999998
B0006,169,1236.39
B0006,170,1226.984
B0006,171,1217.609
B0006,172,1208.234
B0006,173,1198.906
B0006,174,1189.515
B0006,175,1180.156
B0006,176,1170.812
B0006,177,1161.4689999999998
B0006,178,1152.031
B0006,179,1142.656
B0006,180,1133.265
B0006,181,1123.906
B0006,182,1114.5939999999998
B0006,183,1105.187
B0006,184,1095.7969999999998
B0006,185,1086.437
B0006,186,1077.078
B0006,187,1067.687
B0006,188,1058.328
B0006,189,1048.9689999999998
B0006,190,1039.6249999999998
B0006,191,1030.265
B0006,192,1020.8749999999998
B0006,193,1011.484
B0006,194,1002.1249999999998
B0006,195,992.765
B0006,196,983.406
B0006,197,974.0469999999998
B0006,198,964.656
B0006,199,955.2969999999998
B0006,200,945.953
B0006,201,936.64
B0006,202,927.312
B0006,203,917.9219999999998
B0006,204,908.562
B0006,205,899.1719999999998
B0006,206,889.781
B0006,207,880.3589999999999
B0006,208,870.9839999999999
B0006,209,861.5939999999998
B0006,210,852.2189999999998
B0006,211,842.8589999999999
B0006,212,833.531
B0006,213,824.1399999999999
B0006,214,814.7649999999999
B0006,215,805.406
B0006,216,796.0469999999998
B0006,217,786.703
B0006,218,777.328
B0006,219,767.9369999999999
B0006,220,758.547
B0006,221,749.1869999999999
B0006,222,739.8589999999999
B0006,223,730.5
B0006,224,721.1869999999999
B0006,225,711.8589999999999
B0006,226,702.5
B0006,227,693.172
B0006,228,683.797
B0006,229,674.469
B0006,230,665.094
B0006,231,655.703
B0006,232,646.1089999999999
B0006,233,636.625
B0006,234,627.047
B0006,235,617.5
B0006,236,608.0
B0006,237,598.531
B0006,238,589.0
B0006,239,579.469
B0006,240,569.906
B0006,241,560.406
B0006,242,550.844
B0006,243,541.25
B0006,244,531.703
B0006,245,522.172
B0006,246,512.6089999999999
B0006,247,503.0619999999999
B0006,248,493.5309999999999
B0006,249,484.0
B0006,250,474.5149999999999
B0006,251,464.9839999999999
B0006,252,455.5149999999999
B0006,253,445.922
B0006,254,436.4369999999999
B0006,255,426.8119999999999
B0006,256,417.1399999999999
B0006,257,407.5309999999999
B0006,258,397.8589999999999
B0006,259,388.25
B0006,260,378.5309999999999
B0006,261,368.922
B0006,262,359.25
B0006,263,349.59400000000005
B0006,264,339.96900000000005
B0006,265,330.375
B0006,266,320.672
B0006,267,311.078
B0006,268,301.375
B0006,269,291.797
B0006,270,282.125
B0006,271,272.5
B0006,272,262.828
B0006,273,253.20299999999995
B0006,274,243.54700000000005
B0006,275,233.90599999999995
B0006,276,224.23399999999992
B0006,277,214.625
B0006,278,204.95299999999995
B0006,279,195.34400000000005
B0006,280,185.67200000000005
B0006,281,176.0619999999999
B0006,282,166.28099999999995
B0006,283,156.42200000000005
B0006,284,146.63999999999987
B0006,285,136.84400000000005
B0006,286,127.07799999999996
B0006,287,117.32799999999996
B0006,288,107.5619999999999
B0006,289,97.79700000000004
B0006,290,88.03099999999995
B0006,291,78.29700000000003
B0006,292,68.54700000000003
B0006,293,58.702999999999975
B0006,294,48.88999999999987
B0006,295,39.077999999999975
B0006,296,29.327999999999975
B0006,297,19.561999999999895
B0006,298,9.75
B0006,299,0.0
B0007,0,2820.39
B0007,1,2811.062
B0007,2,2800.875
B0007,3,2791.453
B0007,4,2782.078
B0007,5,2772.703
B0007,6,2763.344
B0007,7,2754.031
B0007,8,2744.64
B0007,9,2735.281
B0007,10,2725.859
B0007,11,2716.531
B0007,12,2707.172
B0007,13,2697.781
B0007,14,2688.437
B0007,15,2679.047
B0007,16,2669.672
B0007,17,2660.312
B0007,18,2650.937
B0007,19,2641.547
B0007,20,2632.172
B0007,21,2622.812
B0007,22,2613.437
B0007,23,2604.094
B0007,24,2594.703
B0007,25,2585.344
B0007,26,2576.031
B0007,27,2566.625
B0007,28,2557.297
B0007,29,2547.89
B0007,30,2538.5
B0007,31,2529.14
B0007,32,2519.781
B0007,33,2510.422
B0007,34,2501.062
B0007,35,2491.656
B0007,36,2482.312
B0007,37,2472.984
B0007,38,2463.656
B0007,39,2454.219
B0007,40,2444.859
B0007,41,2435.5
B0007,42,2426.187
B0007,43,2416.781
B0007,44,2407.406
B0007,45,2398.0
B0007,46,2388.656
B0007,47,2379.344
B0007,48,2369.984
B0007,49,2360.656
B0007,50,2351.297
B0007,51,2341.969
B0007,52,2332.64
B0007,53,2323.297
B0007,54,2313.875
B0007,55,2304.484
B0007,56,2295.109
B0007,57,2285.797
B0007,58,2276.422
B0007,59,2267.015
B0007,60,2257.656
B0007,61,2248.328
B0007,62,2238.953
B0007,63,2229.562
B0007,64,2220.203
B0007,65,2210.781
B0007,66,2201.39
B0007,67,2192.0
B0007,68,2182.578
B0007,69,2173.187
B0007,70,2163.844
B0007,71,2154.515
B0007,72,2145.156
B0007,73,2135.765
B0007,74,2126.312
B0007,75,2116.969
B0007,76,2107.609
B0007,77,2098.25
B0007,78,2088.844
B0007,79,2079.484
B0007,80,2070.094
B0007,81,2060.781
B0007,82,2051.406
B0007,83,2042.047
B0007,84,2032.719
B0007,85,2023.281
B0007,86,2013.937
B0007,87,2004.547
B0007,88,1995.187
B0007,89,1985.828
B0007,90,1976.469
B0007,91,1967.078
B0007,92,1957.703
B0007,93,1948.344
B0007,94,1938.969
B0007,95,1929.609
B0007,96,1920.281
B0007,97,1910.859
B0007,98,1901.469
B0007,99,1892.078
B0007,100,1882.719
B0007,101,1873.328
B0007,102,1863.922
B0007,103,1854.562
B0007,104,1845.203
B0007,105,1835.875
B0007,106,1826.515
B0007,107,1817.156
B0007,108,1807.781
B0007,109,1798.422
B0007,110,1789.0939999999998
B0007,111,1779.734
B0007,112,1770.3749999999998
B0007,113,1761.0469999999998
B0007,114,1751.5939999999998
B0007,115,1742.234
B0007,116,1732.8749999999998
B0007,117,1723.515
B0007,118,1714.14
B0007,119,1704.812
B0007,120,1695.39
B0007,121,1686.062
B0007,122,1676.7189999999998
B0007,123,1667.281
B0007,124,1657.89
B0007,125,1648.4999999999998
B0007,126,1639.015
B0007,127,1629.6719999999998
B0007,128,1620.2499999999998
B0007,129,1610.89
B0007,130,1601.531
B0007,131,1592.187
B0007,132,1582.765
B0007,133,1573.437
B0007,134,1564.109
B0007,135,1554.6719999999998
B0007,136,1545.312
B0007,137,1535.937
B0007,138,1526.5469999999998
B0007,139,1517.203
B0007,140,1507.8439999999998
B0007,141,1498.484
B0007,142,1489.1249999999998
B0007,143,1479.765
B0007,144,1470.3749999999998
B0007,145,1461.015
B0007,146,1451.6249999999998
B0007,147,1442.281
B0007,148,1432.9219999999998
B0007,149,1423.531
B0007,150,1414.1249999999998
B0007,151,1404.7969999999998
B0007,152,1395.437
B0007,153,1386.0469999999998
B0007,154,1376.6719999999998
B0007,155,1367.312
B0007,156,1357.937
B0007,157,1348.609
B0007,158,1339.2189999999998
B0007,159,1329.89
B0007,160,1320.5939999999998
B0007,161,1311.281
B0007,162,1301.937
B0007,163,1292.578
B0007,164,1283.203
B0007,165,1273.8439999999998
B0007,166,1264.484
B0007,167,1255.078
B0007,168,1245.7189999999998
B0007,169,1236.39
B0007,170,1226.984
B0007,171,1217.609
B0007,172,1208.234
B0007,173,1198.906
B0007,174,1189.515
B0007,175,1180.156
B0007,176,1170.812
B0007,177,1161.4689999999998
B0007,178,1152.031
B0007,179,1142.656
B0007,180,1133.265
B0007,181,1123.906
B0007,182,1114.5939999999998
B0007,183,1105.187
B0007,184,1095.7969999999998
B0007,185,1086.437
B0007,186,1077.078
B0007,187,1067.687
B0007,188,1058.328
B0007,189,1048.9689999999998
B0007,190,1039.6249999999998
B0007,191,1030.265
B0007,192,1020.8749999999998
B0007,193,1011.484
B0007,194,1002.1249999999998
B0007,195,992.765
B0007,196,983.406
B0007,197,974.0469999999998
B0007,198,964.656
B0007,199,955.2969999999998
B0007,200,945.953
B0007,201,936.64
B0007,202,927.312
B0007,203,917.9219999999998
B0007,204,908.562
B0007,205,899.1719999999998
B0007,206,889.781
B0007,207,880.3589999999999
B0007,208,870.9839999999999
B0007,209,861.5939999999998
B0007,210,852.2189999999998
B0007,211,842.8589999999999
B0007,212,833.531
B0007,213,824.1399999999999
B0007,214,814.7649999999999
B0007,215,805.406
B0007,216,796.0469999999998
B0007,217,786.703
B0007,218,777.328
B0007,219,767.9369999999999
B0007,220,758.547
B0007,221,749.1869999999999
B0007,222,739.8589999999999
B0007,223,730.5
B0007,224,721.1869999999999
B0007,225,711.8589999999999
B0007,226,702.5
B0007,227,693.172
B0007,228,683.797
B0007,229,674.469
B0007,230,665.094
B0007,231,655.703
B0007,232,646.1089999999999
B0007,233,636.625
B0007,234,627.047
B0007,235,617.5
B0007,236,608.0
B0007,237,598.531
B0007,238,589.0
B0007,239,579.469
B0007,240,569.906
B0007,241,560.406
B0007,242,550.844
B0007,243,541.25
B0007,244,531.703
B0007,245,522.172
B0007,246,512.6089999999999
B0007,247,503.0619999999999
B0007,248,493.5309999999999
B0007,249,484.0
B0007,250,474.5149999999999
B0007,251,464.9839999999999
B0007,252,455.5149999999999
B0007,253,445.922
B0007,254,436.4369999999999
B0007,255,426.8119999999999
B0007,256,417.1399999999999
B0007,257,407.5309999999999
B0007,258,397.8589999999999
B0007,259,388.25
B0007,260,378.5309999999999
B0007,261,368.922
B0007,262,359.25
B0007,263,349.59400000000005
B0007,264,339.96900000000005
B0007,265,330.375
B0007,266,320.672
B0007,267,311.078
B0007,268,301.375
B0007,269,291.797
B0007,270,282.125
B0007,271,272.5
B0007,272,262.828
B0007,273,253.20299999999995
B0007,274,243.54700000000005
B0007,275,233.90599999999995
B0007,276,224.23399999999992
B0007,277,214.625
B0007,278,204.95299999999995
B0007,279,195.34400000000005
B0007,280,185.67200000000005
B0007,281,176.0619999999999
B0007,282,166.28099999999995
B0007,283,156.42200000000005
B0007,284,146.63999999999987
B0007,285,136.84400000000005
B0007,286,127.07799999999996
B0007,287,117.32799999999996
B0007,288,107.5619999999999
B0007,289,97.79700000000004
B0007,290,88.03099999999995
B0007,291,78.29700000000003
B0007,292,68.54700000000003
B0007,293,58.702999999999975
B0007,294,48.88999999999987
B0007,295,39.077999999999975
B0007,296,29.327999999999975
B0007,297,19.561999999999895
B0007,298,9.75
B0007,299,0.0
B0018,0,2742.843
B0018,1,2733.547
B0018,2,2719.0
B0018,3,2705.25
B0018,4,2691.547
B0018,5,2677.828
B0018,6,2664.078
B0018,7,2650.39
B0018,8,2636.703
B0018,9,2623.078
B0018,10,2609.422
B0018,11,2595.718
B0018,12,2582.047
B0018,13,2568.359
B0018,14,2554.578
B0018,15,2540.937
B0018,16,2527.297
B0018,17,2513.656
B0018,18,2500.015
B0018,19,2486.312
B0018,20,2472.656
B0018,21,2459.0
B0018,22,2445.297
B0018,23,2431.64
B0018,24,2418.0
B0018,25,2404.343
B0018,26,2390.672
B0018,27,2376.968
B0018,28,2363.297
B0018,29,2349.609
B0018,30,2335.937
B0018,31,2322.203
B0018,32,2308.453
B0018,33,2294.75
B0018,34,2281.093
B0018,35,2267.422
B0018,36,2253.734
B0018,37,2240.078
B0018,38,2226.437
B0018,39,2212.781
B0018,40,2199.125
B0018,41,2185.5
B0018,42,2171.765
B0018,43,2158.078
B0018,44,2144.4219999999996
B0018,45,2130.718
B0018,46,2117.0
B0018,47,2103.312
B0018,48,2089.703
B0018,49,2076.015
B0018,50,2062.359
B0018,51,2048.656
B0018,52,2034.937
B0018,53,2021.25
B0018,54,2007.593
B0018,55,1993.875
B0018,56,1980.203
B0018,57,1966.547
B0018,58,1952.812
B0018,59,1939.015
B0018,60,1925.187
B0018,61,1911.422
B0018,62,1897.609
B0018,63,1883.718
B0018,64,1869.906
B0018,65,1856.125
B0018,66,1842.281
B0018,67,1828.468
B0018,68,1814.687
B0018,69,1800.906
B0018,70,1787.078
B0018,71,1773.203
B0018,72,1759.39
B0018,73,1745.5929999999998
B0018,74,1731.8429999999998
B0018,75,1718.031
B0018,76,1704.234
B0018,77,1690.4679999999998
B0018,78,1676.656
B0018,79,1662.906
B0018,80,1649.156
B0018,81,1635.359
B0018,82,1621.531
B0018,83,1607.7029999999995
B0018,84,1593.89
B0018,85,1580.0929999999998
B0018,86,1566.281
B0018,87,1552.531
B0018,88,1538.734
B0018,89,1524.812
B0018,90,1511.015
B0018,91,1497.187
B0018,92,1483.39
B0018,93,1469.5929999999998
B0018,94,1455.781
B0018,95,1441.984
B0018,96,1428.156
B0018,97,1414.281
B0018,98,1400.4679999999998
B0018,99,1386.687
B0018,100,1372.906
B0018,101,1359.0929999999998
B0018,102,1345.312
B0018,103,1331.484
B0018,104,1317.64
B0018,105,1303.8429999999998
B0018,106,1290.0469999999998
B0018,107,1276.265
B0018,108,1262.4679999999998
B0018,109,1248.6249999999998
B0018,110,1234.8429999999998
B0018,111,1221.031
B0018,112,1207.234
B0018,113,1193.4529999999995
B0018,114,1179.656
B0018,115,1165.859
B0018,116,1151.9999999999998
B0018,117,1138.1719999999998
B0018,118,1124.312
B0018,119,1110.406
B0018,120,1096.6249999999998
B0018,121,1082.687
B0018,122,1068.859
B0018,123,1055.0779999999995
B0018,124,1041.2179999999998
B0018,125,1027.39
B0018,126,1013.5779999999996
B0018,127,999.765
B0018,128,985.9219999999998
B0018,129,972.1249999999998
B0018,130,958.265
B0018,131,944.484
B0018,132,930.64
B0018,133,916.8429999999998
B0018,134,903.0469999999998
B0018,135,889.2179999999998
B0018,136,875.4369999999999
B0018,137,861.6249999999998
B0018,138,847.8279999999997
B0018,139,834.031
B0018,140,820.2339999999999
B0018,141,806.4219999999998
B0018,142,792.6249999999998
B0018,143,778.8279999999997
B0018,144,764.9999999999998
B0018,145,751.1399999999999
B0018,146,737.3589999999999
B0018,147,723.5149999999999
B0018,148,709.6719999999998
B0018,149,695.8589999999999
B0018,150,682.047
B0018,151,668.203
B0018,152,654.406
B0018,153,640.578
B0018,154,626.781
B0018,155,613.0149999999999
B0018,156,599.2649999999999
B0018,157,585.5
B0018,158,571.7179999999998
B0018,159,557.922
B0018,160,544.1399999999999
B0018,161,530.328
B0018,162,516.5149999999999
B0018,163,502.672
B0018,164,488.828
B0018,165,475.0
B0018,166,461.1399999999999
B0018,167,447.328
B0018,168,433.4059999999999
B0018,169,419.578
B0018,170,405.7649999999999
B0018,171,391.875
B0018,172,378.047
B0018,173,364.21799999999985
B0018,174,350.40599999999995
B0018,175,336.59299999999985
B0018,176,322.78099999999995
B0018,177,308.953
B0018,178,295.15599999999995
B0018,179,281.1089999999999
B0018,180,267.1399999999999
B0018,181,253.17200000000005
B0018,182,239.20299999999995
B0018,183,225.23399999999992
B0018,184,211.28099999999995
B0018,185,197.3119999999999
B0018,186,183.375
B0018,187,169.42200000000005
B0018,188,155.46799999999985
B0018,189,141.35899999999992
B0018,190,127.28099999999996
B0018,191,113.0619999999999
B0018,192,98.92200000000004
B0018,193,84.73399999999992
B0018,194,70.57799999999997
B0018,195,56.48399999999992
B0018,196,42.297000000000025
B0018,197,28.202999999999975
B0018,198,14.092999999999847
B0018,199,0.0
B0025,0,6198.75
B0025,1,6189.406
B0025,2,6177.719
B0025,3,6166.156
B0025,4,6154.594
B0025,5,6143.109
B0025,6,6131.578
B0025,7,6120.0
B0025,8,6108.5
B0025,9,6097.031
B0025,10,6085.5
B0025,11,6074.016
B0025,12,6062.516
B0025,13,6051.0
B0025,14,6039.5
B0025,15,6028.016
B0025,16,6016.516
B0025,17,6005.031
B0025,18,5993.516
B0025,19,5981.969
B0025,20,5970.469
B0025,21,5958.969
B0025,22,5947.437
B0025,23,5935.9220000000005
B0025,24,5924.4220000000005
B0025,25,5912.875
B0025,26,5901.391
B0025,27,5889.906
B0025,28,5878.344
B0025,29,5866.781
B0025,30,5855.281
B0025,31,5843.812
B0025,32,5832.234
B0025,33,5820.75
B0025,34,5809.25
B0025,35,5797.6720000000005
B0025,36,5786.1720000000005
B0025,37,5774.6720000000005
B0025,38,5763.2029999999995
B0025,39,5751.766
B0025,40,5740.219
B0025,41,5728.656
B0025,42,5717.0779999999995
B0025,43,5705.594
B0025,44,5694.094
B0025,45,5682.5470000000005
B0025,46,5670.969
B0025,47,5659.406
B0025,48,5647.906
B0025,49,5636.375
B0025,50,5624.844
B0025,51,5613.344
B0025,52,5601.8279999999995
B0025,53,5590.375
B0025,54,5578.891
B0025,55,5567.391
B0025,56,5555.875
B0025,57,5544.359
B0025,58,5532.875
B0025,59,5521.391
B0025,60,5509.859
B0025,61,5498.375
B0025,62,5486.891
B0025,63,5475.344
B0025,64,5463.844
B0025,65,5452.312
B0025,66,5440.7970000000005
B0025,67,5429.234
B0025,68,5417.656
B0025,69,5406.187
B0025,70,5394.641
B0025,71,5383.156
B0025,72,5371.719
B0025,73,5360.2029999999995
B0025,74,5348.734
B0025,75,5337.2029999999995
B0025,76,5325.625
B0025,77,5314.125
B0025,78,5302.609
B0025,79,5291.141
